MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
20,RL,17600,IR1,Inside,NAmes,1Story,6,1960,1960,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,BLQ,1478,Ex,1478,1478,2,1,TA,6,2,Gd,Attchd,1960.0,Unf,2,498,WD,Normal,157500
160,RL,2448,Reg,Inside,NridgHt,2Story,7,2003,2004,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,No,GLQ,764,Ex,764,1626,2,1,Gd,6,0,Na,BuiltIn,2003.0,RFn,2,474,WD,Normal,154000
120,RL,7820,IR1,Inside,NridgHt,1Story,9,2007,2007,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,No,Unf,1869,Ex,1869,1869,2,1,Ex,6,1,Gd,Attchd,2007.0,RFn,2,617,New,Partial,318061
120,RL,5271,IR1,Inside,ClearCr,1Story,7,1986,1986,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,Gd,Gd,GLQ,1453,Gd,1453,1453,1,1,Gd,6,1,TA,Attchd,1986.0,RFn,2,445,WD,Abnorml,190000
50,RL,9084,Reg,Inside,Edwards,1.5Fin,5,1941,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,Mn,LwQ,616,TA,616,1111,1,1,TA,5,0,Na,Detchd,1941.0,Unf,1,200,ConLw,Normal,95000
50,RL,8400,Reg,Inside,SWISU,1.5Fin,6,1940,2000,Gable,Wd Sdng,MetalSd,None,TA,TA,CBlock,TA,No,LwQ,940,Ex,1192,1595,1,1,TA,6,2,Gd,Attchd,1940.0,Unf,1,240,WD,Normal,140000
20,RL,11249,IR2,Inside,CollgCr,1Story,6,1995,1995,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,No,ALQ,1200,Ex,1200,1200,2,1,Gd,6,0,Na,Attchd,1995.0,RFn,2,521,WD,Normal,177500
20,RL,9248,IR1,Inside,Gilbert,1Story,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,GLQ,1158,Gd,1167,1167,2,1,Gd,6,0,Na,Attchd,1992.0,RFn,2,400,WD,Normal,173000
120,RM,4224,Reg,Inside,MeadowV,1Story,5,1976,1976,Gable,CemntBd,CmentBd,None,TA,TA,PConc,Gd,No,ALQ,1142,TA,1142,1142,1,1,TA,6,1,Po,Attchd,1976.0,Fin,2,528,WD,Normal,134000
80,RL,6930,IR1,Inside,ClearCr,SLvl,5,1958,1958,Hip,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,Av,BLQ,1062,Ex,1352,1352,1,1,Gd,6,0,Na,BuiltIn,1958.0,Unf,1,288,WD,Abnorml,130000
60,RL,12011,IR1,CulDSac,NoRidge,2Story,8,1998,1998,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1086,Ex,1086,1924,2,1,Gd,7,1,TA,Attchd,1998.0,RFn,2,592,WD,Normal,280000
85,RL,7540,IR1,CulDSac,Mitchel,SFoyer,6,1978,1978,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,Av,GLQ,888,Ex,912,912,1,1,TA,5,1,TA,Attchd,1978.0,RFn,2,470,WD,Normal,156000
50,RL,9144,Reg,Inside,BrkSide,1.5Fin,5,1940,1982,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,883,Gd,988,1505,1,1,TA,8,0,Na,Detchd,1940.0,Unf,1,240,WD,Normal,145000
60,RL,18800,IR1,FR2,NWAmes,2Story,6,1976,1976,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Mn,GLQ,796,TA,790,1574,2,1,TA,6,1,TA,Attchd,1976.0,Fin,2,566,WD,Normal,190000
70,RM,10690,Reg,Inside,IDOTRR,2Story,5,1920,1997,Hip,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,No,Rec,672,Gd,672,1344,1,1,TA,6,0,Na,Detchd,1964.0,Unf,1,468,WD,Normal,147000
20,RL,9500,IR1,Inside,NAmes,1Story,6,1963,1963,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,No,BLQ,1394,Gd,1394,1394,1,1,TA,6,2,Gd,Attchd,1963.0,RFn,2,514,WD,Normal,159000
80,RL,9150,IR1,Corner,NAmes,SLvl,6,1962,1962,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,1099,Gd,1431,1431,1,1,TA,6,1,Gd,Basment,1962.0,RFn,1,296,WD,Normal,165000
20,RL,7800,Reg,Inside,NAmes,1Story,5,1954,1954,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,No,LwQ,1268,Gd,1268,1268,1,1,TA,7,1,Gd,Attchd,1954.0,Fin,1,244,WD,Normal,132000
20,RL,9830,IR1,Corner,NAmes,1Story,5,1959,2006,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,No,ALQ,1063,Ex,1287,1287,1,1,Gd,7,1,Gd,Detchd,1997.0,Fin,2,576,WD,Normal,162000
60,RL,8121,IR1,Inside,Gilbert,2Story,6,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,953,Ex,953,1664,2,1,TA,7,1,TA,Attchd,2000.0,RFn,2,460,WD,Normal,172400
120,RL,7175,Reg,Inside,SawyerW,1Story,6,1984,1984,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,No,ALQ,744,TA,752,752,1,1,TA,4,0,Na,Attchd,1984.0,Unf,1,264,WD,Normal,125000
20,RL,10634,Reg,Inside,NAmes,1Story,5,1953,1953,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,No,BLQ,608,TA,1319,1319,1,1,TA,5,0,Na,Attchd,1953.0,Unf,1,270,WD,Normal,123000
60,RL,8200,Reg,Inside,CollgCr,2Story,7,2003,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,847,Ex,847,1928,2,1,Gd,8,1,Gd,BuiltIn,2003.0,Fin,2,434,WD,Normal,219500
85,RL,8846,IR1,CulDSac,CollgCr,SFoyer,5,1996,1996,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,870,Ex,914,914,1,1,TA,5,0,Na,Detchd,1998.0,Unf,2,576,WD,Normal,148000
60,FV,11143,IR1,Corner,Somerst,2Story,8,2004,2005,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,No,Unf,1580,Ex,1580,2466,3,1,Gd,8,1,Gd,Attchd,2004.0,RFn,2,610,WD,Normal,340000
60,RL,8123,IR1,Inside,Gilbert,2Story,6,2000,2000,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,Unf,982,Ex,1007,1800,2,1,TA,7,1,TA,Attchd,2000.0,Fin,2,463,WD,Normal,179000
50,RL,5000,Reg,Inside,SWISU,1.5Fin,5,1924,1950,Gable,BrkFace,Wd Sdng,None,TA,TA,BrkTil,TA,No,LwQ,1026,TA,1026,1691,2,1,Gd,6,1,Gd,Detchd,1924.0,Unf,1,308,WD,Normal,127000
20,FV,7200,Reg,Inside,Somerst,1Story,7,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1293,Ex,1301,1301,2,1,Gd,5,1,Gd,Attchd,2006.0,RFn,2,572,New,Partial,187750
60,RL,9245,IR1,Inside,CollgCr,2Story,7,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,939,Ex,939,1797,2,1,Gd,8,0,Na,Attchd,2006.0,RFn,2,639,WD,Normal,213500
120,RL,3182,Reg,Inside,Blmngtn,1Story,8,2004,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1256,Ex,1269,1269,2,1,Gd,6,1,TA,Attchd,2004.0,Fin,2,430,WD,Normal,192000
80,RL,7200,Reg,Inside,Edwards,SLvl,6,1976,1976,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,Av,ALQ,1041,Ex,1125,1125,1,1,TA,6,1,Fa,Detchd,1977.0,Unf,1,352,WD,Abnorml,125000
20,RL,9382,IR1,CulDSac,CollgCr,1Story,7,1999,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1468,Ex,1479,1479,2,1,Gd,6,0,Na,Attchd,1999.0,RFn,2,577,WD,Normal,191000
60,RL,12474,Reg,Inside,NridgHt,2Story,10,2007,2008,Gable,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,Av,GLQ,1682,Ex,1742,2332,2,1,Ex,9,1,Ex,BuiltIn,2008.0,Fin,3,846,New,Partial,426000
60,RL,12209,IR1,CulDSac,Mitchel,2Story,6,2001,2002,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Ex,No,ALQ,804,Ex,804,1961,2,1,Gd,7,1,TA,BuiltIn,2001.0,Fin,2,560,WD,Normal,215000
50,RL,10134,Reg,Inside,OldTown,1.5Fin,5,1940,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,735,Gd,735,1034,1,1,TA,5,0,Na,Detchd,1940.0,Unf,1,240,WD,Normal,109000
20,RL,9571,Reg,Inside,Edwards,1Story,5,1956,1956,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Av,BLQ,1144,TA,1144,1144,1,1,TA,6,0,Na,Attchd,1956.0,Unf,1,596,WD,Normal,129000
20,RL,7200,Reg,Inside,CollgCr,1Story,5,1972,1972,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,Av,Rec,894,TA,894,894,1,1,TA,6,0,Na,Detchd,1985.0,RFn,2,600,WD,Normal,123000
60,RL,7590,Reg,Inside,NAmes,2Story,5,1962,1962,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,ALQ,864,TA,876,1812,2,1,TA,8,1,TA,Attchd,1962.0,RFn,1,264,WD,Normal,169500
60,FV,8125,Reg,Inside,Somerst,2Story,7,2006,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,No,GLQ,1092,Ex,1112,1550,2,1,Gd,7,0,Na,Attchd,2007.0,Fin,2,438,WD,Normal,241000
120,RL,14963,IR2,Inside,Veenker,1Story,8,1996,1996,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,No,GLQ,1260,Ex,1288,1288,1,1,Ex,4,2,Gd,Attchd,1996.0,Fin,2,500,WD,Normal,245500
20,RL,8767,IR1,Inside,CollgCr,1Story,7,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,1310,Ex,1310,1310,2,1,Gd,6,1,Gd,Attchd,2005.0,Fin,2,400,New,Partial,164990
60,RL,12090,Reg,Corner,NoRidge,2Story,8,1998,1998,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1141,Gd,1165,2263,2,1,Gd,10,1,TA,BuiltIn,1998.0,Fin,2,420,WD,Abnorml,258000
60,RL,10364,IR1,Inside,Gilbert,2Story,6,1995,1996,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,No,Unf,806,Gd,806,1572,2,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2,373,WD,Normal,168000
20,RL,9991,IR1,Corner,Sawyer,1Story,4,1976,1993,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,BLQ,1281,Ex,1620,1620,2,1,TA,8,1,TA,Attchd,1993.0,Unf,2,490,WD,Normal,150000
50,RL,10480,Reg,Inside,SWISU,1.5Fin,6,1936,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,1064,Ex,1166,1639,1,1,TA,6,0,Na,Detchd,1936.0,Unf,1,240,WD,Normal,115000
70,RL,15576,Reg,Inside,Crawfor,2Story,6,1915,1976,Gable,Wd Sdng,Plywood,None,TA,TA,BrkTil,Gd,No,Unf,840,Ex,840,1680,2,1,TA,8,0,Na,Attchd,1960.0,Unf,1,308,WD,Normal,177000
60,RL,14154,Reg,Corner,NridgHt,2Story,7,2006,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,Unf,1063,Ex,1071,2172,2,1,Gd,9,1,Gd,Attchd,2006.0,RFn,3,947,New,Partial,280000
60,FV,10800,Reg,Inside,Somerst,2Story,8,2007,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,No,GLQ,1034,Ex,1050,2078,2,1,Ex,8,1,Gd,Attchd,2008.0,Fin,3,836,New,Partial,339750
20,FV,4403,IR2,Inside,Somerst,1Story,7,2009,2009,Gable,MetalSd,MetalSd,Stone,Ex,TA,PConc,Ex,Av,GLQ,1470,Ex,1478,1478,2,1,Gd,7,1,Gd,Attchd,2009.0,Fin,2,484,New,Partial,222000
30,RM,8960,Reg,Inside,OldTown,1Story,5,1927,1950,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,No,Unf,1008,Gd,1028,1028,1,1,TA,5,1,Gd,Detchd,1927.0,Unf,2,360,WD,Normal,115000
60,RL,11228,IR2,CulDSac,SawyerW,2Story,7,1993,1993,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,BLQ,1080,Ex,1080,2097,2,1,Gd,9,1,TA,Attchd,1993.0,Unf,3,678,WD,Normal,228000
20,RL,8899,IR1,Inside,Gilbert,1Story,7,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,1340,Ex,1340,1340,2,1,Gd,6,0,Na,Attchd,2007.0,Fin,2,396,New,Partial,181134
60,RL,7844,Reg,Inside,Sawyer,2Story,6,1978,1978,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,672,TA,672,1400,1,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,WD,Normal,149500
50,RL,8160,Reg,Inside,Edwards,1.5Fin,5,1940,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,ALQ,756,Fa,756,1134,1,1,TA,7,0,Na,Detchd,1940.0,Unf,1,240,WD,AdjLand,126000
20,RL,8450,Reg,Inside,NAmes,1Story,5,1968,1968,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,1056,Ex,1056,1056,1,1,TA,6,1,Fa,Attchd,1968.0,Unf,1,304,WD,Normal,142000
20,RL,16635,IR1,FR2,NWAmes,1Story,6,1977,2000,Gable,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,No,ALQ,1602,Gd,1602,1602,2,1,Gd,8,1,TA,Attchd,1977.0,Fin,2,529,WD,Normal,215000
60,RL,9200,Reg,Inside,NoRidge,2Story,8,1998,1998,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1470,Gd,1470,2630,2,1,Gd,8,1,TA,Attchd,1998.0,Fin,3,696,WD,Normal,315000
20,RL,9000,Reg,Inside,NAmes,1Story,6,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,No,LwQ,1196,Gd,1196,1196,1,1,TA,6,1,Gd,Attchd,1956.0,RFn,1,297,WD,Normal,139000
80,RL,12800,Reg,Inside,SawyerW,SLvl,7,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,1518,Gd,1644,1644,2,1,Gd,5,1,TA,Attchd,1989.0,Fin,2,569,WD,Normal,275000
20,RL,8593,IR1,Inside,NAmes,1Story,4,1957,1957,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,907,Ex,907,907,1,1,TA,5,0,Na,Detchd,1964.0,Unf,1,352,WD,Normal,109008
20,RL,6762,Reg,Inside,CollgCr,1Story,7,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1208,Ex,1208,1208,2,1,Gd,6,0,Na,Attchd,2007.0,RFn,2,628,New,Partial,195400
20,RL,11457,IR1,Corner,Timber,1Story,6,1988,1988,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Mn,GLQ,1392,TA,1412,1412,2,1,Gd,6,1,TA,Attchd,1988.0,Unf,2,576,WD,Normal,175000
160,RM,1680,Reg,Inside,BrDale,2Story,6,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,483,TA,483,987,1,1,TA,4,0,Na,Detchd,1971.0,Unf,1,264,COD,Abnorml,85400
160,RM,1920,Reg,Inside,BrDale,2Story,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,765,Ex,765,1365,1,1,TA,6,0,Na,Detchd,1971.0,Unf,2,440,WD,Normal,122500
60,RL,10839,IR1,Corner,Gilbert,2Story,6,1997,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,926,Ex,926,1604,2,1,TA,7,1,TA,Attchd,1997.0,Fin,2,470,WD,Normal,181000
60,RL,10667,IR2,CulDSac,CollgCr,2Story,7,1996,1996,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,799,Ex,827,1661,2,1,Gd,6,1,TA,Attchd,1996.0,RFn,2,550,ConLw,Normal,212000
45,RM,6000,Reg,Inside,BrkSide,1.5Unf,6,1926,2004,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,No,Unf,884,Gd,904,904,1,1,TA,4,0,Na,Detchd,1926.0,Unf,1,180,WD,Normal,119000
30,RL,4280,Reg,Inside,Crawfor,1Story,5,1913,2002,Gable,WdShing,Stucco,None,TA,TA,PConc,TA,No,LwQ,440,TA,694,694,1,1,Gd,4,1,Gd,Detchd,1990.0,Unf,1,352,WD,Normal,90350
50,RM,6240,Reg,Inside,BrkSide,1.5Fin,5,1930,1992,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,No,Unf,1078,TA,1128,1573,2,1,TA,8,1,Gd,Detchd,1930.0,Unf,2,360,WD,Normal,162900
120,RL,3922,Reg,Inside,Blmngtn,1Story,7,2006,2007,Gable,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,Av,Unf,1258,Ex,1258,1258,2,1,Gd,6,1,Gd,Attchd,2007.0,Fin,3,648,New,Partial,172500
60,RL,8750,Reg,Inside,CollgCr,2Story,7,1994,1995,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,No,GLQ,915,Ex,933,1908,2,1,Gd,8,1,TA,Attchd,1994.0,Unf,2,493,WD,Normal,210000
20,RL,9855,Reg,Corner,Edwards,1Story,6,1956,1956,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Unf,1436,Fa,1689,1689,1,1,TA,7,1,Gd,Attchd,1956.0,Unf,2,480,COD,Normal,127500
20,RL,16492,IR1,Corner,NAmes,1Story,6,1966,2002,Gable,BrkFace,Plywood,None,Gd,TA,CBlock,TA,No,ALQ,1517,Ex,1888,1888,2,1,Gd,6,1,Gd,Attchd,1966.0,Fin,2,578,WD,Normal,190000
60,RL,11214,IR1,Corner,Gilbert,2Story,7,1998,1999,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,930,Gd,956,1886,2,1,Gd,10,1,TA,Attchd,1998.0,Fin,2,431,WD,Normal,199900
50,RM,8600,Reg,Inside,IDOTRR,1.5Fin,6,1937,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Unf,780,TA,780,1376,2,1,TA,7,1,Gd,Detchd,1937.0,Unf,1,198,WD,Normal,119500
50,RM,6000,Reg,Inside,OldTown,1.5Fin,3,1948,2002,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,ALQ,649,Ex,679,1183,1,1,TA,6,0,Na,Detchd,1981.0,Unf,1,308,WD,Normal,120000
60,RL,9303,IR1,Corner,Timber,2Story,6,1996,1997,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,ALQ,872,Ex,888,1756,2,1,TA,7,0,Na,Attchd,1996.0,Fin,2,422,WD,Normal,204000
60,FV,9000,Reg,Inside,Somerst,2Story,8,2008,2008,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,768,Ex,786,1590,2,1,Gd,6,0,Na,Attchd,2008.0,RFn,2,676,WD,Normal,210000
90,RL,9297,Reg,Inside,Mitchel,1Story,5,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,ALQ,1728,TA,1728,1728,2,2,TA,8,0,Na,Detchd,1976.0,Unf,2,560,WD,Family,188000
20,RL,9600,Reg,Inside,NWAmes,1Story,7,1973,1973,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,1242,Fa,1242,1242,1,1,TA,6,1,TA,Attchd,1973.0,Unf,2,528,WD,Normal,175500
70,RM,4571,Reg,Inside,OldTown,2Story,5,1916,1950,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,No,Unf,624,Fa,624,1344,1,1,TA,7,0,Na,Detchd,1916.0,Unf,3,513,COD,Abnorml,98000
70,RM,5100,Reg,Inside,OldTown,2Story,8,1925,1996,Hip,Stucco,Wd Shng,None,TA,Gd,PConc,TA,No,Unf,588,Fa,833,1666,1,1,Gd,7,1,Gd,Detchd,1925.0,Unf,1,228,WD,Normal,161000
50,RL,7015,IR1,Corner,BrkSide,1.5Fin,5,1950,1950,Gable,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,No,LwQ,709,TA,979,1203,1,1,Gd,5,1,TA,Detchd,1950.0,Unf,1,352,WD,Normal,110000
60,FV,8004,IR1,Inside,Somerst,2Story,8,2009,2009,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,GLQ,832,Ex,832,1935,2,1,TA,8,0,Na,BuiltIn,2009.0,Fin,2,552,New,Partial,263435
20,RL,8281,IR1,Inside,Sawyer,1Story,5,1965,1965,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,864,Gd,864,864,1,1,TA,5,1,Po,Detchd,1965.0,Unf,1,360,WD,Normal,62383
70,RL,11988,IR1,Inside,Crawfor,2Story,6,1934,1995,Hip,Stucco,Stucco,None,TA,TA,CBlock,TA,No,LwQ,715,Fa,849,1660,1,1,TA,6,1,Gd,Detchd,1939.0,Unf,1,240,WD,Normal,188700
120,RM,3072,Reg,Inside,Blmngtn,1Story,7,2004,2004,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,1375,Ex,1414,1414,2,1,Gd,6,1,TA,Attchd,2004.0,Fin,2,398,WD,Normal,178740
20,RL,10628,Reg,Inside,NAmes,1Story,7,1970,1970,Flat,Plywood,Plywood,None,TA,Gd,CBlock,TA,Gd,GLQ,1277,TA,1277,1277,1,1,TA,5,1,Po,Attchd,1970.0,Unf,2,526,WD,Normal,167000
70,RL,9480,Reg,Inside,NAmes,2Story,5,1942,1995,Gable,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,No,LwQ,728,Ex,888,1644,1,1,Gd,7,2,Gd,Attchd,1942.0,Unf,1,312,WD,Normal,146500
20,RL,11428,IR1,Inside,NridgHt,1Story,8,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1626,Ex,1634,1634,2,1,Gd,7,1,Gd,Attchd,2006.0,RFn,3,866,WD,Normal,250000
60,RL,9291,IR1,Corner,SawyerW,2Story,6,1993,1993,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,No,GLQ,832,Ex,832,1710,2,1,Gd,7,0,Na,Attchd,1993.0,RFn,2,506,WD,Normal,187000
120,RL,6820,IR1,Corner,StoneBr,1Story,8,1985,1985,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,Av,GLQ,1488,TA,1502,1502,1,1,Gd,4,0,Na,Attchd,1985.0,RFn,2,528,WD,Normal,212000
60,RL,11952,Reg,Inside,NWAmes,2Story,7,1977,1977,Mansard,WdShing,Plywood,None,TA,TA,CBlock,Gd,No,Unf,808,TA,1161,1969,2,1,TA,8,1,Gd,Attchd,1977.0,RFn,2,534,WD,Normal,190000
180,RM,3675,Reg,Inside,Edwards,SLvl,6,2005,2005,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,Gd,GLQ,547,Ex,1072,1072,1,1,TA,5,0,Na,Basment,2005.0,RFn,2,525,WD,Normal,148000
20,RL,14977,IR1,Inside,NridgHt,1Story,8,2006,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,GLQ,1976,Ex,1976,1976,2,1,Gd,7,1,Ex,Attchd,2006.0,RFn,3,908,New,Partial,440000
120,RL,5330,Reg,Inside,StoneBr,1Story,8,2000,2000,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,Av,GLQ,1494,Ex,1652,1652,2,1,Ex,6,0,Na,Attchd,2000.0,RFn,2,499,WD,Normal,251000
20,RL,8480,Reg,Corner,Sawyer,1Story,5,1963,1963,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,GLQ,970,TA,970,970,1,1,TA,5,0,Na,Detchd,1996.0,Unf,2,624,WD,Normal,132500
20,RL,13125,Reg,Inside,CollgCr,1Story,6,1997,1998,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,Gd,GLQ,1478,Ex,1493,1493,2,1,Gd,7,1,TA,Attchd,1997.0,Fin,2,508,WD,Normal,208900
20,RL,10637,Reg,Inside,CollgCr,1Story,8,2007,2008,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,GLQ,1705,Ex,1718,1718,2,1,Gd,7,1,Gd,Attchd,2007.0,RFn,3,826,WD,Normal,297000
30,RM,5925,Reg,Inside,OldTown,1Story,4,1937,2000,Hip,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,No,Rec,907,TA,1131,1131,1,1,TA,7,0,Na,Detchd,1995.0,Unf,2,672,WD,Alloca,89471
20,RL,16033,IR1,FR2,NridgHt,1Story,9,2004,2005,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,GLQ,1833,Ex,1850,1850,2,1,Gd,8,1,Gd,Attchd,2004.0,Fin,3,772,WD,Normal,326000
20,RL,11846,IR1,Inside,NridgHt,1Story,9,2003,2004,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,GLQ,1792,Ex,1792,1792,2,1,Ex,6,1,Gd,Attchd,2003.0,Fin,3,874,WD,Normal,374000
120,RM,4500,Reg,FR2,Mitchel,1Story,6,1998,1998,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,No,GLQ,1216,Ex,1216,1216,2,1,TA,5,0,Na,Attchd,1998.0,Unf,2,402,WD,Normal,164000
20,RL,7758,IR1,Corner,Sawyer,1Story,5,1962,2001,Gable,HdBoard,Plywood,None,TA,Gd,CBlock,TA,No,ALQ,999,Gd,999,999,1,1,Gd,6,0,Na,Detchd,1963.0,Unf,1,264,WD,Normal,132500
20,RL,9600,Reg,Inside,NAmes,1Story,5,1950,2007,Gable,MetalSd,MetalSd,None,Gd,TA,CBlock,TA,No,ALQ,1113,Gd,1113,1113,1,1,Gd,5,1,Gd,Attchd,1950.0,Unf,1,264,WD,Normal,147000
